cleaned_text,text_length
一切自然状态不就是母系社会的样子嘛。讲真母系社会也不意味着男的地位就低。只不过文明间的竞争压力大了，转变成了父权制,57
生育风险和代价太大了，没觉得谁值得我付出这么大代价去做这件事，我是坚定的丁克党,39
其实只要宫外孕变得不再危险，男生子就可以了，毕竟子宫也不是什么生育的必需品，像鸟类就不需要子宫,47
比起相比起完全的机械生育，这种的确算得上是简单的了，而且可以作为完善相关法律的过度，而且宫外孕提前发现，最后母子平安的例子不少,63
结婚理想状况是一种稳定一生的伴侣关系，不是法律保不保护的事，也可以不领证，领证只是更有实感而已，法律不法律的，找到对的人保护好自己也不太需要，可以就办个婚礼度个蜜月作为一种仪式，宣告我选定对方作为终身伴侣，踏踏实实生活在一起，这是我理想中对结婚的看法，可能比较理想主义和幼稚，所以我遇不到理想的人是不会步入婚姻的，生孩子是肯定不可能生的，它从来不在我的人生规划中，与理想的婚姻也不冲突，虽然很难达成但我完全可以接受一生不婚,211
？你把丁克放在哪里。你真的很怪诶，为什么主观臆断不愿意生孩子但是愿意结婚的就是目的不纯呢,44
这里是我不客观了，我很大程度上被一些人把结婚当成了一种赚钱的方式所影响，所以会这么说。但我不觉得丁克需要领证，因为他不需要保障婚姻很大程度是保障孩子和女性的。,79
结婚是有保护能力的，并不体现在法律条文中。而是作用于当今社会发展和社会道德的。结婚一定是为了生孩子，而不生孩子没必要结婚。而且私生子也是人，这也被你排除人籍了可还行。 1 可以合法的要小孩不用罚款，还有另外一个人合作一起养。2 共同生活的话房租/房贷有人分摊，生活成本也被分摊，所以相对能存更多钱。 3 家务有人分担，偶尔上班太累还有人帮忙做。 4 可以共同做决定，因为结了婚两人基本上完全利益一致，对我这种傻子来说就是多了个外挂大脑。 5 道义上可以光明正大的大部分脱开原生家庭的烂摊子(如果有的话)。 6 不会被主流社会觉得很奇怪，对于和外人交往(虚与委蛇)上面会有点用。7 结婚了不太容易被其他异性骚扰，虽然说有恋人也能挡一波，但肯定结婚杀伤最大。 8 很多事情上能有人签字。有时候父母会很难理解自己的行为，但爱人一般来说处于同龄，更好沟通交流，所以会愿意支持我们的一些想法。结了婚则是开通了其签同意书的权限。比方说生孩子的时候打无痛或者遗体捐献之类的。 从以上几点来说，虽然没有强制执行要求你下崽。但符合要求的情况下，基本都是适合生育的。婚姻确实提供了保护，并且从夫妻双方的资产上进行捆绑，避免一方资产脱离造成损失 如果婚姻没有生育意义，那么这些法律也没有意义。这是我所认为的观点,544
倒也像是这样，以退为进是吧群体不同想法不同，可能那些说体外生育的也考虑过作为女性的层面，但是可能涉及自身利益还是选择了“格局打开”的方法,68
不是，你们怎么想的人家说的是不喜欢小孩，不是厌恶吧，不是看不起吧，有没有一种可能就是人家说不喜欢小孩只是不想要小孩不想生小孩，人家对寄生的说法也是赞成的啊，人家不生小孩就不会出现你所谓的用厌恶的眼神去看孩子吧（看得我直挠头你们怎么理解成人家看不起人的,125
说句实话，报复心理其实不多，更多的是看到了生育责任可以转移而单纯的为此感到高兴，可以不受生育之苦而且拥有自己的孩子，比起所谓的报复心理，前者的驱动力明显更大，因为前者让自己得到利益。报复心理顶多是附加品。,102
你有没有想过，体外生殖技术的难度有多大，现阶段有丁点进展了吗?反而男生子，基本上在第一列宫外孕母子平安的例子出现的时候，就已经约等于男性生子基本宣告成功，为什么要放着一个基本已成功的，去弄一个毫无进展的，而且在机械生子完全宣告成功前，男性生子也会是一个很好的过度，因为就算机械生子了，女性的生育能力也不会立刻接触，像奸生子，意外怀孕，还有单亲妈妈之类相关的法律，都差一个男女都能怀孕的过度做补充,197
首先，我这里并没有想表达女性在社会上所受的不公是理所当然，也没有说支持男人生孩子就是不好，其次，人类原本就是一个整体。我并没有说思想层面高就是很了不起的事情，支持任何一种生育方式都是个人选择，女性在社会上无辜遭受不公平待遇是社会的责任，但一定不是我希望的。,128
毕竟男性不尊重女性，结婚时候斤斤计较，连生育也是如此，在生育期间和哺乳养孩子也是不管，明明可以无痛生育。如果子宫长在男性身上，早就体外人造子宫了,72
那女性尊重男性了吗？有关心过男性有无男性权益保障，男性节，男职工保护，生育权，亲生率等等吗,45
我鼓励产假男女同期，这个生育权够保障你们了，主要是这也得你们男性呼吁吧。绝孕基本都是女性，明明女性对身体损伤更大，经常是带了绝育环都怀孕。我过父亲节，可是我父亲以前都没有怎么管我，一说就是发脾气，承担家庭负担少还多次出轨嫖娼，我只能看到男性美滋滋抽烟喝酒打麻将，外出吃大餐，和领导一起旅游，而我和我妈基本没有见过吃过——男性不承担应尽的责任义务，还一味压榨女性漠视孩子，我怎么会同情你们,193
产假男女同期分明是照顾女性，这就叫足够生育权保障了？要的是生育决定权，亲生率百分百，男性权益保障实打实的，再看看最新的婚姻法，和福建地方妇女权益保障，哪一个是保障男性了的？你说压榨女性漠视孩子我就觉得好笑,102
男性不把女性当人看？是女性不把男性当人看吧？你想以偏概全是吧，那我问问你为啥总有女性想让男性体会模拟生育痛，却没有男性让女性体会断子绝孙蛋痛？谁把谁不当人看？最毒妇人心。你说权利义务应该均等，那怎么上嫁的屡见不鲜，上娶的却极为少见？这方面均等了吗。还有贡献劳动力占比最大的是男性，可以说男性是被当牛马用，轮也轮不到女性来说被当人看。反观女性的各种特殊保障，照顾补贴，人文关怀，包括你说“的杜绝女性从事危险工作”，不都是父系社会的男性领导者批准的？你不觉得你很自相矛盾吗？重体力劳动者，高危行业，和军人等职业你都没参与，怎么就义务权利均等了？是只想要权利不要义务吧？,282
也别跟我提生育贡献，根据复旦大学研究，古代男性只有13.61%能有机会留下自己的后代，也就是说实际女性的生育贡献也是只为那十分之一的男性付出罢了，而非全体男性，9成男性断子绝孙，而现代，女性社会层面有权益保障生育权，家庭层面分男方婚前婚后财产，生育率100%，彩礼警告，两头赚麻了，狭义上来讲，这不叫贡献，这叫投资、投机,160
真正保障男性生育权的首先是婚后生子必做亲子鉴定，且双方经济条件不能差距太大，导致男方被骗婚分财，这种乱象不是一回两回了。相反男性产假是保护女性生育权，因为期间男性的劳动力会为同产假的女性服务，而不是对单位服务，这是保障男性生育权？把对女性有直接益处的事拿出来当作是对男性的保障，还理直气壮的，这叫权利义务均等？谁被谁压榨呢？其实从你说要科技发达要更多保障女性才能从事高强度工作我就知道你的成分了,197
如果什么事情都是男性贡献，那女性不就完全的寄生于社会了吗，本来就承担了一个生育，解决了繁衍问题，直接百无一用，下一个问题就是直接解决籹性了，当你没有利用与存在的价值之后，你不会以为世界会很温柔吧,97
其实男性生子如果可行也挺好，增加生育量嘛，为人类延续大业做贡献！不过，话说回来，泰国的人妖都是自愿打下激素的吗？,56
"“彭先生儿子中考660分,本可以上当地最好的中学。不曾想二婚妻子竟偷偷托关系把儿子志愿改成技校。彭先生暴怒,扬言离婚,要将妻子赶出去。程女士找来调解员希望挽回婚姻。程女士说,这么做一切都是为了孩子,对于普通家庭而言读大学并不是很好的出路。学习一门技术将来才能养活自己。丈夫根本不理解自己的良苦用心。社区调解员了解到事情的经过后,对彭先生进行了批评。做丈夫的如果平时多关心妻子,有担当。也就不会发生孩子志愿被修改的事情。应该吸取教训,与妻子和和睦睦的经营家庭。那么对于两人要重归于好，首先作为丈夫就要做出改变。对于彭先生坚持一定要离婚，程女士在一旁流下了委屈的眼泪。” 都怪彭先生，没有共情能力和反思能力，调解员上大分👍，程女士你委屈了",317
我没造他的谣啊，毕竟你没做鉴定是事实，显然你潜意识中并没有保障对方生育权的想法和观念，说明对方家暴了鸭，对你不好呀,57
对于很多人来说 二胎比一胎基因好 但我并不知道这种打掉的算不算是已经有过了，和那种正常的一胎二胎一样不一样 因为就是你生孩子 你老大的基因就像那种探头 打头阵 生老二的时候有前面老大打头阵 所以他的基因从各方面来说会比较好 （绝大部分人是这样，极少部分人是老大的基因好）从身高和外貌上面 老二老三是要外表身体健康状态优过于老大 一般来说老大都不是家里面最漂亮的 都是老小或者是老二 所以如果老大首先在健康方面有影响 那没必要太在意之前那个决定 因为真的 像是在打赌 就怕万一 这堵当然就是小孩的一辈子了 你就算不是身体某些可能缺陷残疾或者天生怎么样 那么孩子就算身体素质稍微差一点，就是可能会喘阿，身体虚弱阿，经常去医院各种的 这样也非常的不好 不如完美去迎接下一个 外表无所谓 但身体一定是健康才行 健康排第一,356
回复 :你不生孩子没人说你，只要你找的另一半同意，那我觉得这就是正常，他想生那就离，我也觉得正常，OK？,52
为什么总有人觉得有这样的想法就是太年轻啊 年纪大了的不想生的也大有人在,35
几岁啊，还不想生，过了26岁再回来看自己说的话,23
人有些本能，是被编写在基因里面的，比如刚出生的孩子就会自己去找母乳，人在比较小的时候一般都不会喜欢孩子，因为存在竞争关系，这可能也是被写在基因里的，但随着年纪增长人会越来越喜欢小孩，不单是小孩，小狗小猫小动物都会爱屋及乌，人之所以喜欢养宠物，都是基因在暗示你需要孩子,133
最后，劝婚和劝不婚，劝生和劝不生都是伞兵。你可以表达自己对于人生的认识，但不代表你可以指点别人怎么过自己的人生,55
既然过了，那就祝福你的，现在还不想生估计真不喜欢孩子，对你对孩子都好,34
人有本能，但是人之所为人，不是因为人是能思考的芦苇吗，我们有自己思想可以做出自己的选择，相对于本能，作为人，更应该遵从自己的本心不是吗。有人喜欢小孩，有人愿意生小孩，有人不想生小孩，如果因为文明的传递需要新生代，那就由别人的小孩去做好了，况且现在时代发展到现在提倡多元化和包容，你看同性恋是否能生育后代？而有的人他们的性取向是生来如此的呀，这也是本能的喜欢不是吗。(没有冒犯!TAT）(我没有杠你的意思，也没有劝你改变你的观念，只是想表达不愿生的人没有道德上思想上的错误，也不是因为年轻),244
我明白你的意思，我们只是有不同的观点，确实有丁克族丁克到最后，但是我只是觉得评论里面的大多数说不生孩子的都只是在口嗨和无脑反驳持我这种观点的人，（这个词可能用的不太合适），兄弟，我不知道你是怎么样的，我想说的是，当你遇到一个和你真的心心相惜的异性，体会到什么是轰轰烈烈的感情，到时候一切都水到渠成，这评论里面的人我觉得很多都是单身，他们根本不知道什么叫人生，只是一群抽烟烫头叛逆的小屁孩，这也是我把我的观点说出来的原因,209
不想生孩子那么就得从现在开始攒钱，不然养老保险真的不够,27
养孩子有养孩子的活法 丁克的有丁克的活法,20
我也差几岁快了，到现在也不想生，不能用不想吧。应该用反感,28
不是给最好的环境也生不起啊铁子，连房子都没有就不要考虑孩子了吧，最好的生活有吃穿不愁 孩子的学校选择，以后孩子长大了能不能在孩子工作不顺或者其他因素导致的失业给孩子安排其他出路。在我眼里看来这就是算是一个比较无忧无虑的环境了。现在是连房子都没有怎么考虑孩子的事情,131
不想生就不生呗，为啥不自己做主,15
劝生挺重要的，因为这直接决定民族与社会的未来，但对个人而言生育要次于个人自由，要在尊重个人意愿的前提下尽量宣扬生育积极和改善生育环境,66
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
好兄弟我家第一胎也是自然流产，第二胎自然怀孕现在也会叫爸爸妈妈了,32
放轻松了反而能怀上，我朋友多囊，她是不想生，结果不小心就怀上了,31
想生生不想生不生 不要互相干涉,15
应该是生活条件不够，像我身边那些想生，但是以他们现在的经济条件是养不起的。所以一再滞后。,44
是的，普通家庭的年轻人想要生活过的舒服就是不生。现在年轻的只会越不想生，要不然开放三胎干嘛？生育率是随着经济发展减少的,59
不想生真的没有网友去管他们，就算有人着急操心也是家里长辈不是路人网友。真的，开心也好，怎么样都好，真没必要非得跑到人家想生孩子的博主下面指点江山。贱嗖嗖的,77
一胎二胎三胎你愿意生我祝福，你也别替别人定人生理想就得,27
不晓得在你嘴里不生孩子就是生活过的太舒服的根据是什么？现在老百姓生活艰苦才不想生孩子继续提高负担，在你这就是生活太舒服了不想生孩子挺能扯淡的，建议您多生几个,78
想生和不想生都不是想不开，就是个人之选择吧,21
你怎么样别人管不着，但是别人不想生到你这里是不对了？？,27
想生或者不想生跟你都没有关系，爱生不生，没人管你，也请你不要管别人,33
如何都不想生，人类社会怎么继续呢？,17
大哥，怎么可能都不生，想生的人多了去了，你现实生活里一堆生一个甚至两三个的，就别管网上的了吧,46
如果真的到了人人不想生的状况，那社会本身也快完了吧,25
真不缺想生的人，想生的人自己生就好了，做贡献嘛，没必要联想不想生的人的心态,37
所以不想生的也别觉得想生的想不开,16
所以不想生的也别觉得想生的想不开,16
是的，现在的不想生也只是因为觉得自己遇不到那样一个可以有一个人拥有结晶，如果有，会更开心的,45
不想生说出来不就是在传播吗,13
对呀 所以干脆离婚多好 反正没有老公也可以要孩子的,25
同备孕五年，没怀上，结果准备离婚了，第二天发现怀孕。,26
我爸妈不急，我公婆和我俩姑子快急死了，我这还没生就催二胎了,29
我也经历过两年备孕的焦虑，打针吃药，多囊软巢综合征胖胖的。后来放弃了打算试管，然后减肥20斤不吃药不打针了，然后过了几个月自然怀孕了。现在二胎也四个月多了，一胎一岁多。,84
越想怀孕才会采取一些积极的措施呀 总不能摆烂。我非常想要孩子 但是我老公被我折磨疯了也不着急。谁想和他做丁克？我才不。 他越不急我越气,67
就离婚后轻松多了,8
我跟你一样，刚离婚，过程太痛苦，不想继续，自己轻松过日子健健康康地好好活着，姐妹,40
祝你幸福，说实话多囊想要孩子难了，现在很多女孩都有这种毛病，不晓得因为啥，但是还好除了生育其他的对身体影响不大。再次祝你未来的人生精彩幸福安康。,72
想到2000多年前庄子写的故事，有一个癞之人（浑身长满癞子的丑人）受尽歧视，终于在一个夜晚他的妻子怀孕生下孩子，初为人父他并没有喜悦而是急忙拿起火把（遽起而视之），照他的孩子看是不是像他一样长了癞子。他不希望自己经历过的歧视再被他孩子经历一遍。,122
丁克是两个人的选择，不婚是一个人的选择。每个独立的人都有资格表达自己不愿结婚，但是说不生育的，那是婚后两个人的决定。一个人去针对这种事发表评论是很武断的,76
年纪太小家里人没给压力罢了，我就真不相信父母那一代认同子女丁克的能有多少,36
我认识几个说不婚不育的女孩 现在马上三十了 着急着到处相亲 根本没人要,35
希望你努力三胎 基本为人和人类的未来就靠你了,22
也有是真丁克没必要以偏概全，或者自以为成熟,21
为了防杠可以再加想生不想结婚的男的可以去领养女的可以去jz库买jz也可以领养，不想生不想结婚的那你就不结，不要互相干扰，不要强加你的思想给和你思想不同的人身上,79
有人选择不婚，有的夫妻选择不生育，这不就是选择而已，你直接就一句话定性了，有点武断了,42
怕对方想生然后跑了，有个证起码安慰自己,19
目前就一个，准备二胎中。,12
不会吧，以后丁克和不婚应该是一种趋势。父母那辈催其实是为了他们自己的面子，是很自私的,42
但是我觉得爱情不会改变想要丁克的这种观点,20
这层楼婚育的何尝不是高高在上指指点点大城市不婚很多，你准备好房子才能生呀,36
希望你真的不生，可以为我孩子减轻点竞争力。鄙人不才，赚不到千亿，但是养活自己老婆孩子还是够的,46
①古诗里这么写，也不代表每个人都这么想，不过是社会风气决定的。以前，尤其是农耕社会，只能通过多生多育压榨后代价值才能活下去，那会儿就是靠着人多才能发展。那皇上就要宣扬这种概念，人们信了，写这种诗的人也就更受欢迎不是吗？不受到当时社会所欢迎的诗人，能活下来？ta的诗能传承？②你也说了是某种角度，但我强调它不是为人基本是因为，基本，就是你至少要做的事情，但生育后代在当今人类社会不是必须的，不是说一个人不生孩子ta就活不下去了。生孩子是个人意愿，您的父母愿意生您是您父母的事，别人愿意生也是别人的事，至于不想生孩子人群的事，也是他们的事，不建议多管闲事。③好家伙，绝种，让您给解释成个体基因消失，那您可真绝了。绝种灭的是一整个物种，而人类，只要是人，就没有物种隔离，是一个物种。哇！一部分人不想生就直接全人类灭亡啦！大家都死绝啦！另一方面，照您这说法，干脆每个人都不要死好啦，实在不行每个人一出生就赶紧保留一份自己的基因数据，免得“自己的基因在种族基因库消失”好了啦 最后，建议理性讨论，不要扯到双方个体。每个人为什么而活都不关您的事儿，您也不必多加关心和讽刺。,480
你这想法真的年轻，要了孩子不说给他贵族生活吧，至少要中等偏上吧，至少要让这孩子在不铺张浪费不天天搞奢侈品的情况下想吃什么吃什么，想用什么有什么，喜欢什么有什么吧，而且还不能影响到自己的生活质量才行，否则你觉得是对这个小生命负责？ 然而现实情况就是有太多父母不负责了，自己不行也就算了还要拖累孩子，而且越穷越生越生越穷恶性循环。,163
这种情况知乎才算严重。有个人说她想生孩子结果被下面骂死了。我都懵了,33
我去年21的时候做了卵巢囊肿的手术 医生说不影响生育 身边很多年长的女性亲戚和朋友也有过类似情况 最后都成功怀孕了 虽然每个人情况不太一样 但是别担心～,76
一切不以结扎上环的丁克都是假丁克。在网上咬人的都是像你这种假丁克，有种你就去上环呗。到时候发个视频跟我说一声，保证给你三连。,62
欢迎各种假丁克来喷，拿出你的结扎上环手术单再来对线，否则我瞧不起你,33
丁克就是可以生但是不想生的人群啦,16
突然想起来最重要的忘记补充了。如果根本就没有打算怀孕，必要的避孕手段一定要做。不要相信什么安全期，还是什么不用做避孕也不会怀孕的说法，都是放屁。预防永远大于补救，堕胎那可不是一个小手术，是会影响到你未来生育能力的，也很残忍，不要走到那一步。。,121
“受精卵寄生论”反映的是女性对于生育的恐惧，你能懂吗？不需要你去科普什么好处不好处的，胎儿的好处母体完全可以不要，不要又不会死，这个东西反而有概率能搞死母体，生育对女性身体带来的变化让未婚未育的很难接受，这点很难理解吗？需要你去科普生育有益吗？有什么好处呢？,129
“胎儿寄生”本来反映的就是女性对生育的恐惧，真不知道这些shabi在说什么东西，部分女性就是恐惧生育，觉得胎儿对于她来说是寄生物怎么了，自己的子宫还要别人来做主了是吗，都tm什么神经，排斥这个说法的一个个主页点开基本都是男的，科学什么时候发展一下让男性生育啊😅让他们去无私好了,138
首先，胎儿在子宫内，母亲才能活，难道有错吗？其次，胎儿是寄生虫这个理论不是我提出的，也不是评论区的人提出的，这个观点很多年前就存在了，正确与否我没办法评论，因为这个理论争议性很大，各种支持和反驳的言论持续了几十年，都没争出个结果来，我也没啥能力去参与这种理念上的竞争，b站上有很多相关的视频，这个视频下面也有很多关于这个观点的评论，可以去看一下。第三，了解了这个理论，为什么是让你想到了胎儿的邪恶，而不是让你更了解到母亲的牺牲和付出呢？生育本身就是很可怕的，不仅仅是会影响到社会属性，比如经济压力，就业机会等等，还有对母亲本身造成的伤害，怀孕一次，母亲体内钙含量会损失近乎1/3，一味的去歌颂他的伟大，忽视可能因此付出的代价，这难道不是用心险恶吗？,324
槽多无口，这又能打上拳了都是成年人了，自己的基本健康状况都要别人操心吗？连产检钱都没存下来，生什么孩子？最后，不知道你这个大多数是哪个国家的大多数，难道你身边的女性都是在打零工从事繁重的体力劳动没有基本劳动保障？虽然都在说女性就业压力，但真不至于恶劣到这种地步。,131
我就纳了闷了，一个异位妊娠，早期两张血hcg的单子就能发现有问题，再做一个B超就能确诊，就算全自费不都不超过300块，还能扯上就业形势女性地位了？如果这个钱都没法自己做主，孕检都需要别人安排，那我只能说婚姻是互为支柱不是换个监护人，没有自立能力的人不推荐结婚。,130
就业形势、社会文化导致被迫成为家庭主妇，家庭主妇没有收入来源，主权全部交到男方手里（那么多男方孕期家暴的新闻）。而且在边缘城市这种现象更是严重。一方面没钱，另一方面没文化，几百块钱在你眼里不算什么，但在每一个人眼里都不算什么吗？我国发展不平衡不充分不是秘密。还有很多地方的小女孩姨妈巾都买不起。你可以恨其不争，但你不应该完全怪在孕妇身上懂吗？很多事情是身不由己的。,182
进化就是一代代演变适应环境，留下最合适的。无法改变环境，那你就只能向自然妥协，不想生不能生的全部被演变掉，留下的可不就是能生的适合环境的吗？这不和春节在火车上问乘客有没有抢到票一个样子吗？没有这自然演变的身躯，咱们指不定在哪个树杈上抢野果子呢。,122
再说了，现在又不是原始社会，更不是封建社会，这里也不是外国，这里是新中国，想与不想女性自己可以决定，别人强迫，你可以报警抓他，我还不婚主义呢，随他们说去,76
你这叫诡辩，说的精确一点叫回归谬误，现在的证据只能证明生育可能会对女性健康有益（当然也有害），但无法证明生育对寿命延续有帮助,62
胡说八道，女性比男性寿命长是因为男性有雄性激素，把睾丸去掉的男性寿命普遍不比女的短。 生育对寿命的影响的研究明明得出啥结果的都有，很多结论互相都矛盾。你不能只看得出生育过的女性寿命更长的却不看得出生育影响女性寿命的。,108
生育还能延长寿命呢？您在哪篇顶刊看的？,19
别骂了 我实话实说 不是胡扯的呀 是真的看到有，但是我忘记具体在哪了 真的，不骗你们 我也只是说我偏向的一种观点而且医学上这个是一直在吵呀 又不是最近几十年才有 说寄生的也有 说共生的也有 我都还没有向大家那么肯定的说 我只是说我个人观点更偏向 而且本来这个变量就太多太多了，提出各种因素影响的都有 有人说激素影响，但激素并不绝对啊 要吵的自己都去看几篇期刊 根本没有谁吵赢了 现在医学都没下定论 为什么要这么认定是寄生呢 现在的好像戾气都很重 难道真的需要证明是共生还是寄生，最后决定怎么样对待母亲，是否繁衍后代吗？我只觉得所有人的话，里面好像父亲都不再伟大 母亲的伟大好像只有生育 我的母亲对于我来说和别人不太一样 可能我到死也不想认同寄生 当然我了解过了 至少不是乱下结论 而对于父亲从来没人说生育后代对父亲没有影响 或者说 父母 我从来不想让他们对比 我暂时不知道我的想法哪错了 如果有问题就告诉我 不管语气如何意思如何 至少我们在讨论,422
我不知道该怎么样精确地描述，我认为你的话有点纸上谈兵。我的意思是回归谬误，我觉得可以理解为一种表现和真正的变量，首先所有的实验基数都是不够的，其次任何的实验，你都不可能把变量完全控制，最后你已经回答了自己，有害是显而易见的，有益是你无法完全否定的，我只是说出了那次实验的结果以及我个人的观点，这个实验方向决定的 甚至 你所说的有害 也是回归谬误 这不是我在抬杠 因为确实有孕妇生育过后负面影响很微小 甚至没有 那么这个变量就非常非常多了 比如怀孕周期 母体体质 生活环境 甚至饮食温度基因 你现在发过来，你可以看到，我的第一段话，虽然有点长，但是无非 个人观点 所看到的一次实验结果 就这两点 我不得不承认寄生的相关文献多些，但先不说，我们不是相关人员，医学也没有认定，看到了文献有自己想法不也是很正常吗？,353
当时是因为癌症治疗，所以我感受深，比较惊讶，人体实验了都。其实像这种研究都挺...因为变量太多，只能尽量减少，用小鼠的同一胎同一批，相同环境下培育来做实验，但是人不可能复活，也不是摇骰子，对于生育确实观察到没有负面反应的 也不是个别例外 鬼知道哪一种情况下就可以把有变成无 无变成有 根本没有肯定的决定性结果 更何况生活中也不可能控制这些变量 鬼知道原本能活多久 当初有一个猜测也是生育在大多数情况下，在一定幅度下会使寿命延长，会在体质方面改善母体，但母体在某些症状上可能会更痛苦,240
你建立的对比，应该是生育和未生育女性之间吧，那你应该也知道生活环境，心理因素也会影响寿命 生育的好坏，不是绝对的 而且你是个体能活多久谁能知道 你不只有通过体量来减小这个误差吗？ 我想了半天，我并没有否定生育会带来坏的影响，我也没说这个吧 如果最后像你这样，那任何实验都得不出结果了 我不知道我的表达你能否理解 哪种因素对寿命的影响，结果不是参次不齐的？,177
生育延长寿命？真的不要既要又要，我感觉好多人都总是有侥幸心理想着生育能不能给我带来点好处以此减少付出的痛苦，既然孕育了生命就要付出代价，就这么简单，哪有鱼和熊掌兼得的好事啊，生育会让基因端粒变短，这倒是会有缩短寿命的风险,110
是的呢，毕竟被胎儿害死的产妇你们也没收录啊，这样算起来，岂不是“生育才有好处”吗！死人不会讲话呢，还有因为生育而产生的一大堆后遗症，只要那些中老年人不说，你们就当她们不存在。,87
上这么大的高度干什么。这层里表达的是对生育的恐惧，嗯上高度的话，也是人类趋利避害本能的一种体现啊，毕竟生育的代价只有女性能承担，男的说得再慷慨激昂，他也没有子宫。,81
老实讲就是多巴胺还有干细胞吧，不是单方面受害，但是生育过后的害处很难痊愈，比如漏尿和盆肌撕裂，妊娠纹，产后抑郁。从严谨的医学角度，生产和寄生肯定不能混为一谈。但从我妈妈现在身体状况来看，我觉得自己就是个寄生产物，拖累了她的一生，这是情感上我唯一愿意承认的形式。,130
也没有人问女性喜欢不喜欢生育Y染色体多了就是邪恶超雄，为什么不是男的生,35
当怀孕生产是母体自己自愿做的决定 在能承担责任 在这件事不危及母体性命的时候 选择生育不过是选择了生物繁衍的本能。而当怀孕生产危及母体生命的时候 就应该放弃 任何人没有资格放弃母体性命。,93
不想生可以做流产的，怀的时候没做上主，总得努力一下别生出来,29
把人当生物来看是这样 那被强奸怀孕就可以被理解成女性主动自愿的吧，你见过哪个宿主主动提供一个被“吸血”的场所，既然怀孕了就一定是主动的。小学生来月经后怀孕应该也不会对自身有多大影响吧，既然已经有生育功能就证明身体已经做好准备了，那是不是可以将婚育年龄降低到12岁左右呢。不想怀孕为啥要来月经要排卵，既然来了怀孕就是你自愿的。你不来没人能逼你怀。 人是生物，但生物不一定是人。如果吧人当生物来看,196
不是，你觉得你能控制自己的植物神经以及各种激素的调控吗？这和强奸能一样吗？而且你所说的12岁怀孕这件事，理论上来说儿童到一定年龄确实生殖系统已经发育好了，光看这个确实可以怀孕，但问题在于她其他系统没有发育完整啊，比如说盆骨，生殖道都会出现狭窄的情况，所以整体来看是不能生育的啊，只通过生理学来看确实没问题啊,153
想生的你拦不住,7
就比如说老婆身体不好， 或者男的想单身生育啊什么的 就可以自己怀,32
但是夫夫也没必要花钱给自己找罪受，除非他就是为了体验一下十月怀胎的仪式感，而且身体还不一定能分泌让母体爱自己孩子的激素，毕竟他们不是真正的女性，身体不会自适应胎儿，更不会分泌激素传达给大脑。所以这项转移胚胎到男人身体里的技术只适用于两种情况:女性稀缺到需要男人生育孩子、想体验怀孕的男人,143
受孕和分娩过程中的同种个体也可以被肤浅地划进共生寄生关系吗……我感觉从长远的角度来看，生育给母体带来的危害远远大于优点,59
？然而不生育的寿命比生育的寿命要长，你所谓的胎儿能带给母体的好处，不成立。,37
你这个论据是不成立的，从上个世纪到现在有无数科学家研究生育与女性年龄的关系，这相关的论文里既有统计出不生育平均寿命最长的，也有统计出生育一到两胎平均寿命最长，甚至有统计出生育三胎平均寿命最长，压根没能得出一个普遍的规律,109
你只要记住，“胚胎寄生”反映的是女性对于生育的恐惧，只要网络还在发展，生育的坏处还能让女性看的到，就不会缺人恐惧生育，只要有一天生育的好处没有远远大于生育的害处，胚胎对于母体来说就是一个“寄生物”，一个能让恐惧生育的女性无时无刻陷入恐慌的“寄生虫”,124
就是寄生虫，我俩不婚不孕主义，就觉得胎儿是寄生在母体内，逐渐剥夺母体意志的“东西”，不行吗？,46
因为讨厌生孩子，所以觉得孩子就是寄生虫，所以成为了不婚不孕主义，那没什么可以聊的了，挺好的，不婚不孕主义，不反对。但也别在想要生孩子且不反感孩子那些人身上聊,78
我知道你没批判，而且我也只是陈述我认为的“不婚不孕主义”的定义是什么，以及你说的是你自己凑过来的，你指的是我对吧？但不好意思，你理解错了，我说的是你对于别人，不是你对于我。我没有批判了谁谁，我只是看到一个人说出了对于我自己不是常识的对话，让我以为那个人是不是反人类或者确少道德观念了（如果我是错的，我在此道歉先），就好比昨天刷到农村阿婆给自己孙子做饭，评论区几乎是说这是一个有奶奶的人会有幸福的事之一，但是评论区跳出一个“什么潲水🐶都不吃”的评论，然后在这里也突然看到说怀的孩子是寄生虫的事，所以我自己把两件事扯到一点上，有异曲同工的地方，或着微妙的细节对上了，所以我现在表达的是我为什么先前和你们说的那句话的起因及思想状况而引出的观点评论，如果不清楚我还可以再细微的描述一遍，这不妨碍我的作息时间,349
