Topic,Count,Name,Representation,Representative_Docs,Data_Source
9,105,9_挺好的 最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下_一楼某些言论根本不是想改善生育风险和痛苦_一楼某些言论根本不是想改善生育风险和痛苦 目的只是让另一部分群体 受罪_一楼某些言论根本不是想改善生育风险和痛苦 目的只是让另一部分群体,"['挺好的 最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下', '一楼某些言论根本不是想改善生育风险和痛苦', '一楼某些言论根本不是想改善生育风险和痛苦 目的只是让另一部分群体 受罪', '一楼某些言论根本不是想改善生育风险和痛苦 目的只是让另一部分群体', '最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下', '想让其他人生孩子的时候 视频里说的腹腔妊娠的巨大危害根本不考虑 说到共同努力实现体外妊娠的时候开始说取卵多受罪了', '想让其他人生孩子的时候 视频里说的腹腔妊娠的巨大危害根本不考虑', '最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下 让他们理解一下 是不是就他们上下两张皮说的那么简单', '最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下 让他们理解一下', '我觉得那种可以模拟女性生育痛苦的那个机器 挺好的 最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下']","['一楼某些言论根本不是想改善生育风险和痛苦，目的只是让另一部分群体“受罪”，想让其他人生孩子的时候，视频里说的腹腔妊娠的巨大危害根本不考虑，说到共同努力实现体外妊娠的时候开始说取卵多受罪了，分流ETC是吧，双标抬杠捏', '我觉得那种可以模拟女性生育痛苦的那个机器，挺好的，最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下，让他们理解一下，是不是就他们上下两张皮说的那么简单！', '我觉得那种可以模拟女性生育痛苦的那个机器，挺好的，最起码让那些觉得生孩子的疼痛女生就应该承受的男的体验一下，让他们理解一下，是不是就他们上下两张皮说的那么简单！']",replies
10,93,10_能不能看完评论了再评论_就算复通成功了生育几率也会下降 而且复通手术加上恢复阶段小1万块钱_就算复通成功了生育几率也会下降_男性结扎不说复通几率大小 就算复通成功了生育几率也会下降 而且复通手术加上恢复阶段小1万块钱,"['能不能看完评论了再评论', '就算复通成功了生育几率也会下降 而且复通手术加上恢复阶段小1万块钱', '就算复通成功了生育几率也会下降', '男性结扎不说复通几率大小 就算复通成功了生育几率也会下降 而且复通手术加上恢复阶段小1万块钱', '男性结扎不说复通几率大小', '压根不管事情的经过 也不看完评论的内容 不回复了', '压根不管事情的经过 也不看完评论的内容', '压根不管事情的经过', '而且复通手术加上恢复阶段小1万块钱', '而且复通手术加上恢复阶段小1万块钱 这确实不比用药用套来的实用']","['我服了啊，能不能看完评论了再评论，我说了用药前去医院询问意见，而且我是回复那个不用药不用套让男性结扎来避孕的好吗？你们这些人怎么分不清避孕和绝育啊。而且相比男性结扎的后续问题确实用套用药都比男性结扎后果来的小，男性结扎不说复通几率大小，就算复通成功了生育几率也会下降，而且复通手术加上恢复阶段小1万块钱，这确实不比用药用套来的实用。你们只是想发泄看完视频后的情绪而已，压根不管事情的经过，也不看完评论的内容。不回复了！', '我服了啊，能不能看完评论了再评论，我说了用药前去医院询问意见，而且我是回复那个不用药不用套让男性结扎来避孕的好吗？你们这些人怎么分不清避孕和绝育啊。而且相比男性结扎的后续问题确实用套用药都比男性结扎后果来的小，男性结扎不说复通几率大小，就算复通成功了生育几率也会下降，而且复通手术加上恢复阶段小1万块钱，这确实不比用药用套来的实用。你们只是想发泄看完视频后的情绪而已，压根不管事情的经过，也不看完评论的内容。不回复了！', '我服了啊，能不能看完评论了再评论，我说了用药前去医院询问意见，而且我是回复那个不用药不用套让男性结扎来避孕的好吗？你们这些人怎么分不清避孕和绝育啊。而且相比男性结扎的后续问题确实用套用药都比男性结扎后果来的小，男性结扎不说复通几率大小，就算复通成功了生育几率也会下降，而且复通手术加上恢复阶段小1万块钱，这确实不比用药用套来的实用。你们只是想发泄看完视频后的情绪而已，压根不管事情的经过，也不看完评论的内容。不回复了！']",replies
11,92,11_我管他谁的伤害大呢 你不想生你给自己结扎带环_有对力的必要 你俩连生不生都做不了一致意见还过什么大劲_有对力的必要_我管他谁的伤害大呢 你不想生你给自己结扎带环 俩人意见不和就离婚呗,"['我管他谁的伤害大呢 你不想生你给自己结扎带环', '有对力的必要 你俩连生不生都做不了一致意见还过什么大劲', '有对力的必要', '我管他谁的伤害大呢 你不想生你给自己结扎带环 俩人意见不和就离婚呗', '我管他谁的伤害大呢', '及时止损', '明白了', '很真实', '不可能', '我妈']","['及时止损 如果硬着头皮上 离婚损失更大 我的同事仔都有两个了 都还问离婚 离谱的是 女方不要孩子 意图可见', '谁不想生谁上呗，我管他谁的伤害大呢？你不想生你给自己结扎带环，俩人意见不和就离婚呗，跟着吵什么男女对立，有对力的必要？你俩连生不生都做不了一致意见还过什么大劲', '谁不想生谁上呗，我管他谁的伤害大呢？你不想生你给自己结扎带环，俩人意见不和就离婚呗，跟着吵什么男女对立，有对力的必要？你俩连生不生都做不了一致意见还过什么大劲']",replies
12,87,12_万一工作期间任何缘由流胎小产_换了别的单位 让你多干点文职 整天坐着敲敲电脑打打电话_整天坐着敲敲电脑打打电话_整天坐着敲敲电脑打打电话 有什么力气活儿男同事代把手,"['万一工作期间任何缘由流胎小产', '换了别的单位 让你多干点文职 整天坐着敲敲电脑打打电话', '整天坐着敲敲电脑打打电话', '整天坐着敲敲电脑打打电话 有什么力气活儿男同事代把手', '整天坐着敲敲电脑打打电话 有什么力气活儿男同事代把手 单位也不用太计较', '明摆着就是幼教', '明摆着就是幼教 真有那么不懂事的孩子撞你一下 出了事谁负责', '有什么力气活儿男同事代把手', '有什么力气活儿男同事代把手 单位也不用太计较', '有什么力气活儿男同事代把手 单位也不用太计较 好的员工也不好找']","['我不相信这么说这么明白了还能有人不懂，光是怀孕产假发工资的事情就算了，换了别的单位，让你多干点文职，整天坐着敲敲电脑打打电话，有什么力气活儿男同事代把手，单位也不用太计较，好的员工也不好找。但是上一胎刚顺产前一个孩子才四个月大，肚子里又有了一个多月不到两个月的，真对大小两个孩子负责就在家安胎，实在有经济压力优先考虑对身体更好的职业比如居家办公，这机构墙上壁橱到处贴满了童画摆满了玩具，明摆着就是幼教，真有那么不懂事的孩子撞你一下，出了事谁负责？跟单位闹，单位委屈，跟肇事孩子的家长闹那公司也别开了。这视频就离谱，我看的是更完整版，本来负责人就没想说实情留个面子，这傻逼记者一个劲儿逼问才说了接连怀孕的内情，负责人也是中年女性，反过来给这男记者科普女性生育后半年内最好不要再怀孕，她当然知道这女生现在这情况很危险容易出事才决定解职的，真让你平平安安保好胎撑过老二也出来还算是万幸了，万一工作期间任何缘由流胎小产，小庙赔不起这大佛', '我不相信这么说这么明白了还能有人不懂，光是怀孕产假发工资的事情就算了，换了别的单位，让你多干点文职，整天坐着敲敲电脑打打电话，有什么力气活儿男同事代把手，单位也不用太计较，好的员工也不好找。但是上一胎刚顺产前一个孩子才四个月大，肚子里又有了一个多月不到两个月的，真对大小两个孩子负责就在家安胎，实在有经济压力优先考虑对身体更好的职业比如居家办公，这机构墙上壁橱到处贴满了童画摆满了玩具，明摆着就是幼教，真有那么不懂事的孩子撞你一下，出了事谁负责？跟单位闹，单位委屈，跟肇事孩子的家长闹那公司也别开了。这视频就离谱，我看的是更完整版，本来负责人就没想说实情留个面子，这傻逼记者一个劲儿逼问才说了接连怀孕的内情，负责人也是中年女性，反过来给这男记者科普女性生育后半年内最好不要再怀孕，她当然知道这女生现在这情况很危险容易出事才决定解职的，真让你平平安安保好胎撑过老二也出来还算是万幸了，万一工作期间任何缘由流胎小产，小庙赔不起这大佛', '我不相信这么说这么明白了还能有人不懂，光是怀孕产假发工资的事情就算了，换了别的单位，让你多干点文职，整天坐着敲敲电脑打打电话，有什么力气活儿男同事代把手，单位也不用太计较，好的员工也不好找。但是上一胎刚顺产前一个孩子才四个月大，肚子里又有了一个多月不到两个月的，真对大小两个孩子负责就在家安胎，实在有经济压力优先考虑对身体更好的职业比如居家办公，这机构墙上壁橱到处贴满了童画摆满了玩具，明摆着就是幼教，真有那么不懂事的孩子撞你一下，出了事谁负责？跟单位闹，单位委屈，跟肇事孩子的家长闹那公司也别开了。这视频就离谱，我看的是更完整版，本来负责人就没想说实情留个面子，这傻逼记者一个劲儿逼问才说了接连怀孕的内情，负责人也是中年女性，反过来给这男记者科普女性生育后半年内最好不要再怀孕，她当然知道这女生现在这情况很危险容易出事才决定解职的，真让你平平安安保好胎撑过老二也出来还算是万幸了，万一工作期间任何缘由流胎小产，小庙赔不起这大佛']",replies
13,85,13_黑人的生育率超过白人不假 但并不代表美国会变成黑人国家 最近十几年美国人生育率最高的是拉丁裔_人口增长得最快的也是拉丁裔_人口增长得最快的也是拉丁裔 大多数是墨西哥人_人口增长得最快的也是拉丁裔 大多数是墨西哥人 黑人的人口数量变化不大,"['黑人的生育率超过白人不假 但并不代表美国会变成黑人国家 最近十几年美国人生育率最高的是拉丁裔', '人口增长得最快的也是拉丁裔', '人口增长得最快的也是拉丁裔 大多数是墨西哥人', '人口增长得最快的也是拉丁裔 大多数是墨西哥人 黑人的人口数量变化不大', '但并不代表美国会变成黑人国家', '但并不代表美国会变成黑人国家 最近十几年美国人生育率最高的是拉丁裔', '但并不代表美国会变成黑人国家 最近十几年美国人生育率最高的是拉丁裔 人口增长得最快的也是拉丁裔', '大多数是墨西哥人', '大多数是墨西哥人 黑人的人口数量变化不大', '大多数是墨西哥人 黑人的人口数量变化不大 生育率也不高']","['麻烦说美国会变成黑人国家的人多了解好吗？这早就是谣言了，黑人的生育率超过白人不假，但并不代表美国会变成黑人国家，最近十几年美国人生育率最高的是拉丁裔，人口增长得最快的也是拉丁裔，大多数是墨西哥人，黑人的人口数量变化不大，生育率也不高，而白人是负增长', '麻烦说美国会变成黑人国家的人多了解好吗？这早就是谣言了，黑人的生育率超过白人不假，但并不代表美国会变成黑人国家，最近十几年美国人生育率最高的是拉丁裔，人口增长得最快的也是拉丁裔，大多数是墨西哥人，黑人的人口数量变化不大，生育率也不高，而白人是负增长', '麻烦说美国会变成黑人国家的人多了解好吗？这早就是谣言了，黑人的生育率超过白人不假，但并不代表美国会变成黑人国家，最近十几年美国人生育率最高的是拉丁裔，人口增长得最快的也是拉丁裔，大多数是墨西哥人，黑人的人口数量变化不大，生育率也不高，而白人是负增长']",replies
14,78,14_或者禁酒令啥的 我一直觉得北美的禁酒令很神奇_才会对这种事加以限制就像国内根本不会去讨论种族歧视_才会对这种事加以限制就像国内根本不会去讨论种族歧视 或者禁酒令啥的_才会对这种事加以限制就像国内根本不会去讨论种族歧视 或者禁酒令啥的 我一直觉得北美的禁酒令很神奇,"['或者禁酒令啥的 我一直觉得北美的禁酒令很神奇', '才会对这种事加以限制就像国内根本不会去讨论种族歧视', '才会对这种事加以限制就像国内根本不会去讨论种族歧视 或者禁酒令啥的', '才会对这种事加以限制就像国内根本不会去讨论种族歧视 或者禁酒令啥的 我一直觉得北美的禁酒令很神奇', '我一直觉得北美的禁酒令很神奇', '只有有问题的地方 才会对这种事加以限制就像国内根本不会去讨论种族歧视 或者禁酒令啥的', '只有有问题的地方 才会对这种事加以限制就像国内根本不会去讨论种族歧视', '或者禁酒令啥的', '只有有问题的地方', '或者禁酒令啥的 我一直觉得北美的禁酒令很神奇 国内不会去讨论种族歧视']","['只有有问题的地方，才会对这种事加以限制就像国内根本不会去讨论种族歧视，或者禁酒令啥的 我一直觉得北美的禁酒令很神奇', '只有有问题的地方，才会对这种事加以限制就像国内根本不会去讨论种族歧视，或者禁酒令啥的 我一直觉得北美的禁酒令很神奇', '只有有问题的地方，才会对这种事加以限制就像国内根本不会去讨论种族歧视，或者禁酒令啥的 我一直觉得北美的禁酒令很神奇']",replies
15,71,15_准备在再怀一个二胎_准备在再怀一个二胎 准备在再怀一个二胎_准备在再怀一个二胎 准备在再怀一个二胎 准备在再怀一个二胎_想要二胎了,"['准备在再怀一个二胎', '准备在再怀一个二胎 准备在再怀一个二胎', '准备在再怀一个二胎 准备在再怀一个二胎 准备在再怀一个二胎', '想要二胎了', '是二胎', '二胎', '正常', '', '', '']","['准备在再怀一个二胎', '准备在再怀一个二胎', '准备在再怀一个二胎']",replies
16,70,16_上环结扎_上环结扎 都是国家强制的_不懂又扯男人干嘛_上环结扎 都是国家强制的 你应该去问问国家,"['上环结扎', '上环结扎 都是国家强制的', '不懂又扯男人干嘛', '上环结扎 都是国家强制的 你应该去问问国家', '不懂又扯男人干嘛 现在那还有人去结扎', '都是国家强制的 你应该去问问国家', '你应该去问问国家', '以前计划生育', '以前计划生育 上环结扎', '以前计划生育 上环结扎 都是国家强制的']","['以前计划生育 上环结扎 都是国家强制的 你应该去问问国家，不懂又扯男人干嘛， 现在那还有人去结扎。', '以前计划生育 上环结扎 都是国家强制的 你应该去问问国家，不懂又扯男人干嘛， 现在那还有人去结扎。', '以前计划生育 上环结扎 都是国家强制的 你应该去问问国家，不懂又扯男人干嘛， 现在那还有人去结扎。']",replies
17,69,17_有孩子以后生活质量_骂两句还歧视_现在这女的说要追求爱情就跑了 这叫歧视 我买条狗养大了跟别人跑了_现在这女的说要追求爱情就跑了 这叫歧视,"['有孩子以后生活质量', '骂两句还歧视', '现在这女的说要追求爱情就跑了 这叫歧视 我买条狗养大了跟别人跑了', '现在这女的说要追求爱情就跑了 这叫歧视', '现在这女的说要追求爱情就跑了', '现在年轻人应该对职业没啥歧视 叔可以放宽点心 也可以给孩子带个好头', '现在年轻人应该对职业没啥歧视 叔可以放宽点心', '现在年轻人应该对职业没啥歧视', '歧视 买你的时候给好价格了 又供你吃喝到大', '歧视 买你的时候给好价格了']","['不至于不至于，我们上学也没爱上读书啊，现在年轻人应该对职业没啥歧视，叔可以放宽点心，也可以给孩子带个好头，学会尊重平等', '歧视？买你的时候给好价格了，又供你吃喝到大，现在这女的说要追求爱情就跑了，这叫歧视？我买条狗养大了跟别人跑了，骂两句还歧视，你买的一切东西只要我能骗走就是我的了，你家在哪里我去玩玩，指你老婆，', '歧视？买你的时候给好价格了，又供你吃喝到大，现在这女的说要追求爱情就跑了，这叫歧视？我买条狗养大了跟别人跑了，骂两句还歧视，你买的一切东西只要我能骗走就是我的了，你家在哪里我去玩玩，指你老婆，']",replies
18,68,18_寄生_寄生是指一种生物寄托到另外一种生物上_所以生气 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托 寄生这个词在大部分情况下毕竟是贬义_所以生气 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托,"['寄生', '寄生是指一种生物寄托到另外一种生物上', '所以生气 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托 寄生这个词在大部分情况下毕竟是贬义', '所以生气 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托', '所以生气', '把自己的细胞和遗传信息演化出来的东西说成寄生物种真的怪怪的', '我自己生孕的有自己蛋白质遗传信息的东西被说成是寄生品 一部分人在潜意识中是将后代当做部分自我的投影的', '我自己生孕的有自己蛋白质遗传信息的东西被说成是寄生品', '有人可能会认为将寄生关系当做怀孕的喻体是在侮辱自愿怀孕的孕妇为此做出的牺牲和坚韧的意志', '有人可能会认为将寄生关系当做怀孕的喻体是在侮辱自愿怀孕的孕妇为此做出的牺牲和坚韧的意志 还有类似于']","['主观上，如果代入的话，不就相当于再说曾经从母亲身体中成长的自己是寄生物吗，也就是主观上自我意识感觉被贬低，所以生气。 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托，寄生这个词在大部分情况下毕竟是贬义。但他们认为生育是很辛苦的，具有奉献性的行为，而寄生说实话是被迫行为，两者主观上差异真的很大，有人可能会认为将寄生关系当做怀孕的喻体是在侮辱自愿怀孕的孕妇为此做出的牺牲和坚韧的意志。 还有类似于【我自己生孕的有自己蛋白质遗传信息的东西被说成是寄生品】，一部分人在潜意识中是将后代当做部分自我的投影的，也相当于对他自我有否定的感觉。 另外从客观上来说，寄生是指一种生物寄托到另外一种生物上，但是怀孕是同种生物，把自己的细胞和遗传信息演化出来的东西说成寄生物种真的怪怪的。', '有两种原因。 主观上，如果代入的话，不就相当于再说曾经从母亲身体中成长的自己是寄生物吗，也就是主观上自我意识感觉被贬低，所以生气。 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托，寄生这个词在大部分情况下毕竟是贬义。但他们认为生育是很辛苦的，具有奉献性的行为，而寄生说实话是被迫行为，两者主观上差异真的很大，有人可能会认为将寄生关系当做怀孕的喻体是在侮辱自愿怀孕的孕妇为此做出的牺牲和坚韧的意志。 还有类似于【我自己生孕的有自己蛋白质遗传信息的东西被说成是寄生品】，一部分人在潜意识中是将后代当做部分自我的投影的，也相当于对他自我有否定的感觉。 另外从客观上来说，寄生是指一种生物寄托到另外一种生物上，但是怀孕是同种生物，把自己的细胞和遗传信息演化出来的东西说成寄生物种真的怪怪的。不过我觉得单纯因为客观角度来说生气的人应该是少数。', '有两种原因。 主观上，如果代入的话，不就相当于再说曾经从母亲身体中成长的自己是寄生物吗，也就是主观上自我意识感觉被贬低，所以生气。 还有一部分人可能是出于单纯对生产行为抱有某种比较美好的感情和寄托，寄生这个词在大部分情况下毕竟是贬义。但他们认为生育是很辛苦的，具有奉献性的行为，而寄生说实话是被迫行为，两者主观上差异真的很大，有人可能会认为将寄生关系当做怀孕的喻体是在侮辱自愿怀孕的孕妇为此做出的牺牲和坚韧的意志。 还有类似于【我自己生孕的有自己蛋白质遗传信息的东西被说成是寄生品】，一部分人在潜意识中是将后代当做部分自我的投影的，也相当于对他自我有否定的感觉。 另外从客观上来说，寄生是指一种生物寄托到另外一种生物上，但是怀孕是同种生物，把自己的细胞和遗传信息演化出来的东西说成寄生物种真的怪怪的。不过我觉得单纯因为客观角度来说生气的人应该是少数。']",replies
19,66,19_抱歉 结婚不是一辈子锁死不能离婚的_法律规定结婚了一辈子不能离婚 女的没有选择权利 你结婚_法律规定结婚了一辈子不能离婚_法律规定结婚了一辈子不能离婚 女的没有选择权利,"['抱歉 结婚不是一辈子锁死不能离婚的', '法律规定结婚了一辈子不能离婚 女的没有选择权利 你结婚', '法律规定结婚了一辈子不能离婚', '法律规定结婚了一辈子不能离婚 女的没有选择权利', '此时两人的关系怎么也谈不上和平吧 还是说有什么我没想到的场景', '此时两人的关系怎么也谈不上和平吧 还是说有什么我没想到的场景 看你怎么定义', '感情不和离婚不是很正常吗 法律规定结婚了一辈子不能离婚', '感情不和离婚不是很正常吗 法律规定结婚了一辈子不能离婚 女的没有选择权利', '此时两人的关系怎么也谈不上和平吧', '感情不和离婚不是很正常吗']","['看你怎么定义“实在待不下去了”，老几辈人离婚成本高所以都凑合着过，因此产生很多家庭悲剧；但是年轻几代不一样啊，虽然也有悲剧，单手更少人因为想离不能离而一直凑合着过了，所以现代人离婚的时候也可以是相敬如宾（冷漠）的。 呃，不过好聚好散在哪个时代都有，不凑合着过、干脆地离了也不代表就一定是好聚好散。', '抱歉，结婚不是一辈子锁死不能离婚的！真搞笑，还给人上道德绑架，上贞洁锁呢！感情不和离婚不是很正常吗？法律规定结婚了一辈子不能离婚？女的没有选择权利？你结婚，你感情破裂也可以离婚，希望你以后结婚，老公或者老婆出轨，整天吵架打架也不要离婚！', '抱歉，结婚不是一辈子锁死不能离婚的！真搞笑，还给人上道德绑架，上贞洁锁呢！感情不和离婚不是很正常吗？法律规定结婚了一辈子不能离婚？女的没有选择权利？你结婚，你感情破裂也可以离婚，希望你以后结婚，老公或者老婆出轨，整天吵架打架也不要离婚！']",replies
20,66,20_2020年还剩三天竟然还有东西敢说出口我是没想到_无知识和人格魅力_无权用于绑架和审判他人 婚姻不是所有社会个体必需的生活方式 性生活却是每个守法守序身心健康的社会个体应有的权益_无权用于绑架和审判他人 婚姻不是所有社会个体必需的生活方式,"['2020年还剩三天竟然还有东西敢说出口我是没想到', '无知识和人格魅力', '无权用于绑架和审判他人 婚姻不是所有社会个体必需的生活方式 性生活却是每个守法守序身心健康的社会个体应有的权益', '无权用于绑架和审判他人 婚姻不是所有社会个体必需的生活方式', '无权用于绑架和审判他人', '或是自己解决生理所需 亦或是不婚主义却享有性生活 她们的人生没有损害自身健康和社会秩序', '或是自己解决生理所需 亦或是不婚主义却享有性生活', '或是自己解决生理所需', '非处 加以荡妇羞辱式人身攻击企图令人不敢批评质疑自己的言论无疑是无知无耻低俗下流野蛮落后的', '性生活却是每个守法守序身心健康的社会个体应有的权益 将生理上的无经验当做女性在婚姻方面的筹码是将女性默认为无人格独立 无经济独立']","['处子要求配偶是处子是合情合理的择偶观念，但只能用于要求自身、无权用于绑架和审判他人；婚姻不是所有社会个体必需的生活方式，性生活却是每个守法守序身心健康的社会个体应有的权益，将生理上的无经验当做女性在婚姻方面的筹码是将女性默认为无人格独立、无经济独立、无知识和人格魅力、只能依附婚姻和男性的老封建余孽和父权的套路，2020年还剩三天竟然还有东西敢说出口我是没想到； 视频科普女性在性关系里要注意的基本权益（安全）和身心健康问题，有些“人”却来顾左右言他批判和谩骂女性婚前性行为，虽然很恶心很ky，但如果不是双标dog，那么坚持自身择偶观念、同时接受其他生活方式的人和自己生活在一个人类社会里才是成熟理性社会人的态度，而批判谩骂女性婚前性行为、并将质疑自己观点的人全部意淫为“非处（女）”加以荡妇羞辱式人身攻击企图令人不敢批评质疑自己的言论无疑是无知无耻低俗下流野蛮落后的：除了人格独立+身心健康+守法守序的女性和男性一样有权享有性生活以外，她们的生活方式与批判非处（女）的人没有丝毫关系：无论她们是和异性或同性交往，或是自己解决生理所需、亦或是不婚主义却享有性生活，她们的人生没有损害自身健康和社会秩序、和以处子为择偶观念的人更无关系（双标dog不在可论范围内）。当个人试图将自身的观念强加给与自己人生无关的他人、对和自己观念相异的人进行以侮辱为目的恶意揣测和意淫、企图对他人进行绑架时，就已经体现出了不懂自重和尊重他人、傲慢狂妄、低俗下流的人格了。 PS：我也举报了它并和它说了两句套话：“大清今天又亡了；管好你自己。”', '处子要求配偶是处子是合情合理的择偶观念，但只能用于要求自身、无权用于绑架和审判他人；婚姻不是所有社会个体必需的生活方式，性生活却是每个守法守序身心健康的社会个体应有的权益，将生理上的无经验当做女性在婚姻方面的筹码是将女性默认为无人格独立、无经济独立、无知识和人格魅力、只能依附婚姻和男性的老封建余孽和父权的套路，2020年还剩三天竟然还有东西敢说出口我是没想到； 视频科普女性在性关系里要注意的基本权益（安全）和身心健康问题，有些“人”却来顾左右言他批判和谩骂女性婚前性行为，虽然很恶心很ky，但如果不是双标dog，那么坚持自身择偶观念、同时接受其他生活方式的人和自己生活在一个人类社会里才是成熟理性社会人的态度，而批判谩骂女性婚前性行为、并将质疑自己观点的人全部意淫为“非处（女）”加以荡妇羞辱式人身攻击企图令人不敢批评质疑自己的言论无疑是无知无耻低俗下流野蛮落后的：除了人格独立+身心健康+守法守序的女性和男性一样有权享有性生活以外，她们的生活方式与批判非处（女）的人没有丝毫关系：无论她们是和异性或同性交往，或是自己解决生理所需、亦或是不婚主义却享有性生活，她们的人生没有损害自身健康和社会秩序、和以处子为择偶观念的人更无关系（双标dog不在可论范围内）。当个人试图将自身的观念强加给与自己人生无关的他人、对和自己观念相异的人进行以侮辱为目的恶意揣测和意淫、企图对他人进行绑架时，就已经体现出了不懂自重和尊重他人、傲慢狂妄、低俗下流的人格了。 PS：我也举报了它并和它说了两句套话：“大清今天又亡了；管好你自己。”', '处子要求配偶是处子是合情合理的择偶观念，但只能用于要求自身、无权用于绑架和审判他人；婚姻不是所有社会个体必需的生活方式，性生活却是每个守法守序身心健康的社会个体应有的权益，将生理上的无经验当做女性在婚姻方面的筹码是将女性默认为无人格独立、无经济独立、无知识和人格魅力、只能依附婚姻和男性的老封建余孽和父权的套路，2020年还剩三天竟然还有东西敢说出口我是没想到； 视频科普女性在性关系里要注意的基本权益（安全）和身心健康问题，有些“人”却来顾左右言他批判和谩骂女性婚前性行为，虽然很恶心很ky，但如果不是双标dog，那么坚持自身择偶观念、同时接受其他生活方式的人和自己生活在一个人类社会里才是成熟理性社会人的态度，而批判谩骂女性婚前性行为、并将质疑自己观点的人全部意淫为“非处（女）”加以荡妇羞辱式人身攻击企图令人不敢批评质疑自己的言论无疑是无知无耻低俗下流野蛮落后的：除了人格独立+身心健康+守法守序的女性和男性一样有权享有性生活以外，她们的生活方式与批判非处（女）的人没有丝毫关系：无论她们是和异性或同性交往，或是自己解决生理所需、亦或是不婚主义却享有性生活，她们的人生没有损害自身健康和社会秩序、和以处子为择偶观念的人更无关系（双标dog不在可论范围内）。当个人试图将自身的观念强加给与自己人生无关的他人、对和自己观念相异的人进行以侮辱为目的恶意揣测和意淫、企图对他人进行绑架时，就已经体现出了不懂自重和尊重他人、傲慢狂妄、低俗下流的人格了。 PS：我也举报了它并和它说了两句套话：“大清今天又亡了；管好你自己。”']",replies
